Name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,Status,Finish,Maybeboard,Image URL,Image Back URL,Tags,Notes,MTGO ID
"Serrated Arrows",4,"Artifact",,"tsb","114",special,c,Not Owned,Non-foil,false,,,"artifacts;counters;pingers;u2.0;removal;core;control","",26065
"Skull Catapult",4,"Artifact",,"ice","336",uncommon,c,Owned,Non-foil,false,,,"core;artifacts;sacrifice;burn;removal","",24459
"Smokestack",4,"Artifact",,"v14","11",mythic,c,Owned,Non-foil,false,,,"occasional","",53941
"Trading Post",4,"Artifact",,"cm2","225",rare,c,Owned,Non-foil,false,,,"occasional","",
"Untethered Express",4,"Artifact - Vehicle",,"aer","179",uncommon,c,Owned,Non-foil,false,,,"occasional","",62885
"Well of Lost Dreams",4,"Artifact",,"dst","159",rare,c,Owned,Non-foil,false,,,"occasional","",20563
"Conjurer's Closet",5,"Artifact",,"avr","214",rare,c,Not Owned,Non-foil,false,,,"artifacts;blink;u2.0;u4.7;core","",43927
"Contagion Engine",6,"Artifact",,"som","145",rare,c,Owned,Non-foil,false,,,"occasional","",38351
"Obelisk of Urd",6,"Artifact",,"m15","222",rare,c,Not Owned,Non-foil,false,,,"tribal;tokens;tribal_payoff;u2.0;u4.2;occasional","",53650
"Azorius Chancery",0,"Land",UW,"c18","233",uncommon,l,Owned,Non-foil,false,,,"core;gold_land","",
"Gates of Istfell",0,"Land",UW,"khm","256",uncommon,l,Owned,Non-foil,false,,,"occasional","",87861
"Glacial Fortress",0,"Land",WU,"m10","226",rare,l,Owned,Non-foil,false,,,"core;gold_land","",32817
"Hallowed Fountain",0,"Land - Plains Island",UW,"rtr","241",rare,l,Owned,Non-foil,false,,,"core;gold_land","",46503
"Dimir Aqueduct",0,"Land",BU,"pc2","116",common,l,Owned,Non-foil,false,,,"core;gold_land","",45144
"Drowned Catacomb",0,"Land",UB,"m10","224",rare,l,Owned,Non-foil,false,,,"core;gold_land","",32837
"Port of Karfell",0,"Land",BU,"khm","265",uncommon,l,Owned,Non-foil,false,,,"occasional","",87881
"Watery Grave",0,"Land - Island Swamp",UB,"gtc","249",rare,l,Owned,Non-foil,false,,,"core;gold_land","",47471
"Blood Crypt",0,"Land - Swamp Mountain",BR,"rtr","238",rare,l,Owned,Non-foil,false,,,"core;gold_land","",46505
"Dragonskull Summit",0,"Land",BR,"m10","223",rare,l,Owned,Non-foil,false,,,"core;gold_land","",32863
"Immersturm Skullcairn",0,"Land",BR,"khm","263",uncommon,l,Owned,Non-foil,false,,,"occasional","",87877
"Rakdos Carnarium",0,"Land",BR,"cma","266",common,l,Owned,Non-foil,false,,,"core;gold_land","",
"Gnottvold Slumbermound",0,"Land",GR,"khm","258",uncommon,l,Owned,Non-foil,false,,,"occasional","",87865
"Gruul Turf",0,"Land",GR,"mm2","244",uncommon,l,Owned,Non-foil,false,,,"core;gold_land","",57468
"Kessig Wolf Run",0,"Land",GR,"c20","284",rare,l,Owned,Non-foil,false,,,"occasional","",
"Rootbound Crag",0,"Land",RG,"m10","227",rare,l,Owned,Non-foil,false,,,"core;gold_land","",32831
"Stomping Ground",0,"Land - Mountain Forest",RG,"gtc","247",rare,l,Owned,Non-foil,false,,,"core;gold_land","",47803
"Bretagard Stronghold",0,"Land",GW,"khm","253",uncommon,l,Owned,Non-foil,false,,,"occasional","",87853
"Selesnya Sanctuary",0,"Land",GW,"c16","324",uncommon,l,Owned,Non-foil,false,,,"core;gold_land","",
"Sunpetal Grove",0,"Land",WG,"m10","228",rare,l,Owned,Non-foil,false,,,"core;gold_land","",32873
"Temple Garden",0,"Land - Forest Plains",WG,"rtr","248",rare,l,Owned,Non-foil,false,,,"core;gold_land","",46501
"Godless Shrine",0,"Land - Plains Swamp",BW,"gtc","242",rare,l,Owned,Non-foil,false,,,"core;gold_land","",47453
"Great Hall of Starnheim",0,"Land",BW,"khm","259",uncommon,l,Owned,Non-foil,false,,,"occasional","",87867
"Isolated Chapel",0,"Land",WB,"isd","242",rare,l,Owned,Non-foil,false,,,"core;gold_land","",42652
"Orzhov Basilica",0,"Land",BW,"cma","264",common,l,Owned,Non-foil,false,,,"core;gold_land","",
"Izzet Boilerworks",0,"Land",RU,"gk1","47",common,l,Owned,Non-foil,false,,,"core;gold_land","",
"Steam Vents",0,"Land - Island Mountain",UR,"rtr","247",rare,l,Owned,Non-foil,false,,,"core;gold_land","",46805
"Sulfur Falls",0,"Land",RU,"isd","248",rare,l,Owned,Non-foil,false,,,"core;gold_land","",42668
"Surtland Frostpyre",0,"Land",RU,"khm","271",uncommon,l,Owned,Non-foil,false,,,"occasional","",87893
"Golgari Rot Farm",0,"Land",BG,"rav","278",common,l,Owned,Non-foil,false,,,"core;gold_land","",23206
"Overgrown Tomb",0,"Land - Swamp Forest",BG,"rtr","243",rare,l,Owned,Non-foil,false,,,"core;gold_land","",46507
"Skemfar Elderhall",0,"Land",BG,"khm","268",uncommon,l,Owned,Non-foil,false,,,"occasional","",87887
"Woodland Cemetery",0,"Land",BG,"isd","249",rare,l,Owned,Non-foil,false,,,"core;gold_land","",42660
"Axgard Armory",0,"Land",RW,"khm","250",uncommon,l,Owned,Non-foil,false,,,"occasional","",87843
"Boros Garrison",0,"Land",RW,"ima","233",uncommon,l,Owned,Non-foil,false,,,"core;gold_land","",66345
"Clifftop Retreat",0,"Land",WR,"isd","238",rare,l,Owned,Non-foil,false,,,"core;gold_land","",42654
"Sacred Foundry",0,"Land - Mountain Plains",RW,"gtc","245",rare,l,Owned,Non-foil,false,,,"core;gold_land","",47815
"Breeding Pool",0,"Land - Forest Island",UG,"gtc","240",rare,l,Owned,Non-foil,false,,,"core;gold_land","",47475
"Hinterland Harbor",0,"Land",GU,"isd","241",rare,l,Owned,Non-foil,false,,,"core;gold_land","",42670
"Littjara Mirrorlake",0,"Land",GU,"khm","264",uncommon,l,Owned,Non-foil,false,,,"occasional","",87879
"Simic Growth Chamber",0,"Land",GU,"c18","282",uncommon,l,Owned,Non-foil,false,,,"core;gold_land","",
"Ash Barrens",0,"Land",,"a25","236",uncommon,l,Not Owned,Non-foil,false,,,"graveyard;u4.9;core;gold_land","",67386
"Bloodstained Mire",0,"Land",,"ktk","230",rare,l,Owned,Non-foil,false,,,"occasional","",54198
"Castle Ardenvale",0,"Land",W,"eld","238",rare,l,Owned,Non-foil,false,,,"core;tokens;wide;manasink;control;humans","",78622
"Castle Embereth",0,"Land",R,"eld","239",rare,l,Owned,Non-foil,false,,,"core;wide;manasink;tokens","",78624
"Castle Locthwain",0,"Land",B,"eld","241",rare,l,Owned,Non-foil,false,,,"manasink;lifegain;occasional","",78628
"Castle Vantress",0,"Land",U,"eld","242",rare,l,Owned,Non-foil,false,,,"core;manasink;control","",78630
"Cave of the Frost Dragon",0,"Land",W,"afr","253",rare,l,Owned,Non-foil,false,,,"core;manasink;fliers","",92008
"Den of the Bugbear",0,"Land",R,"afr","254",rare,l,Owned,Non-foil,false,,,"core;tokens;manasink;wide","",92010
"Evolving Wilds",0,"Land",,"bfz","236",common,l,Not Owned,Non-foil,false,,,"u2.0;core;gold_land","",58527
"Fabled Passage",0,"Land",,"eld","244",rare,l,Not Owned,Non-foil,false,,,"u4.8;core;gold_land","",78634
"Faerie Conclave",0,"Land",U,"cma","248",uncommon,l,Owned,Non-foil,false,,,"occasional","",
"Flooded Strand",0,"Land",,"ktk","233",rare,l,Owned,Non-foil,false,,,"occasional","",54194
"Ghitu Encampment",0,"Land",R,"ddn","33",uncommon,l,Owned,Non-foil,false,,,"occasional","",
"Hall of Storm Giants",0,"Land",U,"afr","257",rare,l,Owned,Non-foil,false,,,"core;manasink","",92016
"Hive of the Eye Tyrant",0,"Land",B,"afr","258",rare,l,Owned,Non-foil,false,,,"core;manasink","",92018
"Ifnir Deadlands",0,"Land - Desert",B,"hou","179",uncommon,l,Owned,Non-foil,false,,,"core;counters;manasink;removal","",64882
"Karn's Bastion",0,"Land",,"war","248",rare,l,Not Owned,Non-foil,false,,,"counters;manasink;counters_payoff;u4.7;core","",72102
"Khalni Garden",0,"Land",G,"c18","262",common,l,Owned,Non-foil,false,,,"occasional","",
"Lair of the Hydra",0,"Land",G,"afr","259",rare,l,Owned,Non-foil,false,,,"core;manasink","",92020
"Llanowar Reborn",0,"Land",G,"c15","293",uncommon,l,Owned,Non-foil,false,,,"occasional","",
"Memorial to Unity",0,"Land",G,"dom","245",uncommon,l,Owned,Non-foil,false,,,"core;manasink","",67955
"Mishra's Factory",0,"Land",,"a25","242",uncommon,l,Owned,Non-foil,false,,,"occasional","",67398
"Mutavault",0,"Land",,"m14","228",rare,l,Not Owned,Non-foil,false,,,"tribal;manasink;u4.7.7;core","",49135
"Polluted Delta",0,"Land",,"ktk","239",rare,l,Owned,Non-foil,false,,,"occasional","",54196
"Riptide Laboratory",0,"Land",U,"mh2","303",rare,l,Owned,Non-foil,false,,,"core;wizards;blink;tribal_payoff","",91033
"Stalking Stones",0,"Land",,"ddf","75",uncommon,l,Owned,Non-foil,false,,,"occasional","",37718
"Terramorphic Expanse",0,"Land",,"arc","134",common,l,Not Owned,Non-foil,false,,,"u2.0;core;gold_land","",
"Thawing Glaciers",0,"Land",,"all","144",rare,l,Owned,Non-foil,false,,,"occasional","",
"Treetop Village",0,"Land",G,"ddu","30",uncommon,l,Owned,Non-foil,false,,,"occasional","",
"Westvale Abbey",0,"Land",B,"soi","281",rare,l,Owned,Non-foil,false,,,"occasional","",59810
"Windswept Heath",0,"Land",,"ktk","248",rare,l,Owned,Non-foil,false,,,"occasional","",54202
"Wooded Foothills",0,"Land",,"ktk","249",rare,l,Owned,Non-foil,false,,,"occasional","",54200
